sourate,versets,ahkam
6,4,12102120211202211110122210210120
6,5,11011210111441101101102101241222121010120
6,6,1101101010102121011221012141010101210111110110101141110120221110101021102121011011010212112110112102121011010102120
6,7,110110211011222102211121110210121121114102412101220
6,8,12210412111101112110121021111111010112212120
6,9,110110211111110211121111021101410120
6,10,11110101111112210111211121112101422121010120
6,11,10221010112212101212111011120
6,12,1114112211010111211111210111011110112101210101211210121121114121110110210120
6,13,1122111110112211111210120
6,14,1011012111111122111221101011111011121011101611011012111110101112121211010120
6,15,1016121101101121211010120
6,16,121010101101121101112121101010120
6,17,1121010121112122111412111121010111021111211102120
6,18,1110211101121211101210120
6,19,10111010101112121121122102110110121111121010211121112121121111121011012112112121110102141011101221112221211221412410120
6,20,112121021101211012121210121104110121114121110110210120
6,21,1101011121012112111101011112214122210112120
6,22,11011011101221212111211014101114111121121010120
6,23,121011210111014122212111221410120
6,24,12101011121412111011110142210120
6,25,110122101111101111021212110112101210121142211010211211011211210121211212421121211121121114102414122101120
6,26,1101010110111010110111210121141211101210120
6,27,11014101121141122210121111211111221112112111010120
6,28,1012114221021121011101212212121011121012120
6,29,124101112121110212101110220
6,30,11014101121211102111012210112212111221122012112121010120
6,31,101111211121141211121241011211101222210112122110222110101211021101212110124121120
6,32,1101211041211211021121021111011121112111210120
6,33,1010111221101111212211121021112111212212112212110120
6,34,11101110111221011111212211212211212101012121111111212111104111211010120
6,35,11221111110110211011101101121011111210101101121141110111212121104121111110110121212121102120
6,36,1221012112110121101021011112112110110120
6,37,122102111110121121121012212110141211112121212101110210120
6,38,12126121010112412121112101141110102114110210121121021212111010120
6,39,11211121221212110211121121112110101112110101011212120120
6,40,10111011010121012121101101121111012110211212102120
6,41,101211021110112102111011241112101210120
6,42,111010104141112210111110212101041114111110111120
6,43,1104104112101211121212110121101111111102122210120
6,44,1141221121211021101010211110101121211214241102121012112120120
6,45,11112110101121112101011211102120
6,46,101110101011121101101102110111112121120121010121102121121010111110221121010120
6,47,101110110101210121211011010101101010111101012120
6,48,12101101012112111211121211102111101112101011010121010120
6,49,112111212212111110121122210120
6,50,141211101221411211410110101141211101411101011111222411110101011010210121112111120
6,51,11210111211221121014121110101112221211212121111101120
6,52,1210111211021111210121101111221101221101101211221021210121111012210211011101121112120
6,53,11211114101121101112414141122111012210141101211101112120
6,54,11241112110121122121101210110101111110121011101112210111121042112121221121012110111122121120
6,55,11211111102211110121121010120
6,56,1014121101011121102112212114111110411010110112141111010120
6,57,101412111121211101212212221010121141101011212111101111110102120
6,58,11012122210101211211110101102110110121101112120
6,59,11212121101012101141211110112101110101121011121111012101121211221121010112102122110122121220
6,60,11112111212110111011211012122112101110211104111211211011011101211111212121010120
6,61,111021110112121101111010111101121241111110101111011112110211120
6,62,12111211021101112110101111101102120
6,63,10121121221121011101011021211121101111012221021211212112120
6,64,112111212021121110212121010120
6,65,101102111412101111010121221011010121011011101010111011211211011210110101210101111102211111010120
6,66,11111210111110111101110121120
6,67,11111120112110110120
6,68,11211011211221422121101010101212221210101211412112110211210101011021101012120
6,69,12111211121101211221021212102111101120
6,70,11112111221101121102111011012110211101412101110212111010112122121112121221121010111012101010414111211012121121101212012211210122122210120
6,71,1011021221212212112121112111114102121011012121111010101122110101102114102210214110110121012112111012111021101111102120
6,72,110122121112111114110110120
6,73,111121111221101011011110112112112110110111110101101121112121101011121111101210120
6,74,1102110221112121111111102102111016121110112121220
6,75,1121114102211121122110101111211102120
6,76,11412110110112101221221211611121411102120
6,77,11411011121221221211611121111010121211212110101620
6,78,1141110121122122122410111161110212101141412410120
6,79,1411011011112111122110101122141111010120
6,80,1612101221116621211101211412121012114141214112102111121110101010112111120
6,81,1101121410101012122112101010121212101110121101010221110121011111010112121010120
6,82,112121211010142211211010141111101011120120
6,83,110111142102410221121012101111212241121111210120
6,84,1110214102111021110110212101102121011121111222111102111211211122122111211101010120
6,85,1111211021221102111212120
6,86,11022110111121112211211021102120
6,87,11024110111211011021101011021011102101212120120
6,88,211112110212121411012121101012111110142210120
6,89,14111212102110121101011211111210101241411101102121011021212120
6,90,1411121112111121101101410111011011010101112102102120
6,91,121122111101410224121121121112210210101211012112411222221111411012121221102121102112211101410101412101424110112112101021011010120
6,92,1221210121021121121111210111011112111201211010121121101211021111012112110121211012120
6,93,11010111210121121111010212111111102111011021122111211101412112111014112121211210101101411121410210101412111101011010112102112121012211121101011112101022121010120
6,94,1110101221221211021011111211101411021014112110121211101141111211101012102101141111111101101111214121010120
6,95,122121101112210110111101111101101111101121112111410120
6,96,2110102111111011121101101111022211102101210120
6,97,11112111111221110121221121011101011011010221110210120
6,98,11114121112202211211011211010121011010221110210120
6,99,111141211111414211010212121111021101021011112011101112121211120112101210222112114120102211021114110112110111211012141211141410111101412221101221110210120
6,100,1112121114101211111011121212111221101102102121122141120
6,101,1211221101011412112112110111221121111111021111111010120
6,102,21112111104121121121111102101211111211102120
6,103,210111010211111011010211111210120
6,104,1041121411111101101011111012110111111021411110121120
6,105,11211111102211112211011111112110210120
6,106,1110421111011111412112111101011010120
6,107,11041214101212110211101012214121110121120
6,108,1211212110211221211112211021101102121111411112101111012121112011101111112122210120
6,109,110121211011021101124101021111011212101210221121211210111012412410210120
6,110,11111101111011021101210101214111112111110210211010120
6,111,110122110411011014111111111010211102110101110211142211014141214121121210111010120
6,112,1121111021111110112122101211012221011012102101101011221104111121121110101210120
6,113,111041101101111212101211021111110101111011221201120
6,114,111012110121121111412111101101211112112121021101211012112211112111101112121211010120
6,115,112011111111021101211111112121111210120
6,116,112110101112101011121121212112111211112110101210120
6,117,121111110111211112121211110111010120
6,118,11214111012111011212121221210120
6,119,12110121012141110121110111011111411111010121011010110111212111121110411211011010121111110111010120
6,120,112211010112114121211012101011101011222101120
6,121,12101214101011012111011122110211212211221141014110112121011011012101210110120
6,122,111221102110102111102122210212141112112111211011211202121111110212122210120
6,123,11211110221110110121110122110122212101211211211101210120
6,124,11241010212221201112102101421111120211011101101112112112112110121210121211122122122210120
6,125,11211121121011210101012101021112110121112101010121110112112211111141121110112110111121210120
6,126,122121111101221011010221110211120
6,127,11021121121111011111112122210120
6,128,110110111012221011012110101012101211211014112101211110101110121102111041111141101122141102102121241224121121111210120
6,129,112111121012121102122210120
6,130,2101101210121110101101112210112111010222112121101411011022221102141211211101101211021112141211101210222120
6,131,2111101111110110121102110122120
6,132,111211212411212111121101410120
6,133,11110111110111211010101011010101210114141141211122111110102120
6,134,1222121122141212110120
6,135,10210101212121110142121101101211212112211121122210112120
6,136,111212114111110101101021122122221211101101221114121221111411012111112112211211111111211411041210120
6,137,11211111112121010121101102110114110110210111012110102110110412121121110101210120
6,138,122214102211010101210114121241110110110210111012121102121012101211101014101101110212122210120
6,139,12222121211010212111112121111101410212112112012110211141110210101101221210120
6,140,1011112111410211011211011021112211111210141011211012122210120
6,141,11114121114120222110110222120111011011101112110211141112121101112121212111414101112211210112121210141222111010120
6,142,11101021121211021214111112112111211211021122110111220
6,143,121111021211010101111010101011021110111111012110112011101101102101211011122110101212102120
6,144,111011101011110111010110211101111110121101120111011011021012110110121011411012112112211010111210121121111111141110110101221210101012120
6,145,14111242111111111012212101141412121101101011202101010112221122101010101011111012112111011101221222112111121120
6,146,111121221102112112111011110111110211010121141221110121141101241010111110221111021211011011412120
6,147,1121121111110210122112121111012110101010120
6,148,112112110121041214101021424121211021210212111111211210110122210121010121120102110121141211121111211012101210120
6,149,101121011102111110411121010120
6,150,1011211411112110121122111122112112121010111012111010411211121221211212101211021111121111010120
6,151,101210101211111101101012101212102110211011022121014102112010212011011101121012101201211211110212111121012201121112112101121101212121111010120
6,152,12101221012112112111011121011111211020101102211010121111101012101211210101012110212102111012110221101212121111011120
6,153,112221221012211121121112111111111101212122110121212111101120
6,154,1221022101211210111410111102111110211211011111121141111010120
6,155,12212101210211212111211121111010120
6,156,121241241211012112411101121012112141212111012120
6,157,101221016121111010121116102101011041121111211101121101211010111221111221211111102110112110121102212410121122210120
6,158,101212114121011110141111010111111010111012211111011021012211112121110102212101102110121011011104221210211211414121120
6,159,12121112211012211110110102101012410110112112111112122210120
6,160,124110111111210110212112411111112104121012110210120
6,161,101221221412121201222211121110221122122111010120
6,162,101212211121102111221211102120
6,163,212112112111101111111010120
6,164,101101211021211111111021210111110101211021211121121011021212111201110111111212121021101120
6,165,1111211110141101011111101101011021121110111024221012111121012111221121120
7,1,101211021121110666
7,2,1210121111011211221011111201112111211021010120
7,3,1112412111101211101211121221410141121411120
7,4,11221011010102214121012121010104120
7,5,122110210104112101414122414142120
7,6,11101121211011110101110112010120
7,7,11111211012110212144120
7,8,1010110111010111121110122121141111010120
7,9,110110122121141112111412111212221221210120
7,10,1110114101010111102110221211121410120
7,11,111011021012110210121021014111012121111141410211011212120
7,12,212111112101110110112111101201110121421110121220
7,13,21101010212121111211111221010121112120
7,14,21121041210110120
7,15,2112111012120
7,16,211141010121101121101211010120
7,17,12121121221011021011010110110102110112141110121111011102120
7,18,2101010210212021112111110101101121121121010120
7,19,1421101012111011012111210101101212101221111111122112120
7,20,110111111021110111122211101212102112121212121112102111111141212211101101221102120
7,21,121114141121114120
7,22,11212112211421111111011210211211121012111012121110121122121114110101121210111111111114121021112111220
7,23,221121104121121110101012110102112121102120
7,24,21012101101101011211101010110112112101220
7,25,2122101011221221110210120
7,26,214211101210211010122122102110122112110221110221110221211111011120
7,27,214211210112111021141011111012101211211101212112111112102114122121011112121010121101101411011221101411121210120
7,28,112112211222110211042412121111212101221210111010411122111212210120
7,29,101111210101112212110121111012102110121112112111101220
7,30,1210121121011110111211121111212211014112212111012112120120
7,31,214211122111012111101211210121210141222111010120
7,32,1010111211211410111121211121111011011112121210121102211210101211121111110221110210120
7,33,1012211111101211211110212111101011010111010111121012121210111012102211212211212210120
7,34,11111210112112411111021010121212121010120
7,35,2142111410112101112210112111010222111121101112101011010121010120
7,36,112111212212101012104141110214110222120
7,37,110101112101211211110101111221414111211012112101211121241010111211110110241012121010211221212212141112141211101210222120
7,38,210124112101101210112101210121141112111012111101012112112122212221010210122101124141112212110122101214121112102121210120
7,39,121022101102101221110110212102122012112121010120
7,40,121211121221210101210221111110102114112101210121121110111212012111211101010120
7,41,1122112112211210110122112111012120
7,42,11212121112212121111101012101414111021012110222120
7,43,111022212112012102121011101021122010112112122122121411011110410121211104101111121011124121011012121012212121010120
7,44,1241021012110214112101102211121121211011141111110122211011111112101101101121112120
7,45,1121112112121211102121121121021112120
7,46,1101121221110102112210121121221012101021012112121011010101012211010120
7,47,11211101021101041102141221122101021101012120
7,48,1241021010211221012112122102241021210101101212101010120
7,49,141411211010102121112111011010120121210101101014121010120
7,50,124102141102101211012211021104110141111121241221111121102120
7,51,112111221101021112111011012110210101122101212141101102212221221210120
7,52,1110102121122110211210101211011110210120
7,53,101212112102121011021021212112112112101104101111121011111212114111012141011111011101121410111011412111011110142210120
7,54,1211112112111122110101211112212012110101101101221101121221101101111221111221101412110101101011211211102120
7,55,102111011121101101222111010120
7,56,12101210101101102121021102111101210112112121010120
7,57,11112101112110210111010112112141110122122102111114121121021104111010212121111211211101101021111011120
7,58,101111111011121211011121121112101112112121111110221110210120
7,59,11010102210121012121210101221211201210101416121110101211010120
7,60,2101111210141411212121220
7,61,21210110121212121412121102120
7,62,111110122112112111101101111212210120
7,63,11110101241101012111012111221011211101111211111010120
7,64,111211121021112111210101110101121112122141210221010120
7,65,1122101210222121010122121120121010141121120
7,66,21011112111212101414112121212114111211102120
7,67,21210110121212121412121102120
7,68,1111101221121111102110120
7,69,11110101241101012111012111221011211101014101111011411210110122121101010110121014241211111010120
7,70,241101211011211012111122110112412101212111412121112120
7,71,211011111012111010211110112121241042120124121012411411121121210221211414111210121120
7,72,1121021112111211011241110221112111212212122210120
7,73,11212112102122121010122121120121010121041012111121110212211211102121122101041012112112214211011101210120
7,74,1014101111011411210122111110101011112112121212211012101211221014241211210101010110120
7,75,210111121010121210121121010121102111010110121122112011211224141410111210120
7,76,21121010141411421212122120
7,77,1112411111010101111012222110121211141212111010120
7,78,1111011101111012221102120
7,79,111210101212101110101011012111211101110121211214120
7,80,1210102111014110210211121111212101112102120
7,81,1210110211211011222124110121010120120
7,82,1221121101414122410121221011101210122111120
7,83,11210211101411011122101102120
7,84,11010211012121210101212111010120
7,85,1121011121011022121010122121120121010121041012111121110110201011022112101241104110121012101011011021221101011101212120120
7,86,1210121111222121111211212121102111211021211210141012101221111101212101212111010120
7,87,1122141112210212114101011214111101012101212101121101211110102120
7,88,2101111210101212101211011212110111212121111210114101121221112211110142120
7,89,110110211211110101022111121011012121102121211412212414121412111211111211101010101121111021110101012110110121011112110102120
7,90,1210111121112121012111110101101012101112120
7,91,1111011101111012221102120
7,92,1121112110211101010211211121102221102120
7,93,111210101212101110101011012211211101110110122121022120
7,94,14101022101122110141104101210104111411111011120
7,95,121102121111101111121212210112411141114111102121012110210120
7,96,11012101014212111011102110121121211411010112121121110212122210120
7,97,111111010141210111210121221104120
7,98,111111010141210111210121211010120
7,99,11112101211210111012111010102120
7,100,1110101112111210101121011014110141110212112110110111212110110210120
7,101,1010121111101101241211104101011112101121122211012121121210112111011211212102120
7,102,12110211011120102112110410111012120
7,103,12110212101142122141210101111121112121210101212111010120
7,104,121222101011412121102120
7,105,1210141412111211101110101121111121110110101111410420
7,106,211212110112121011412121112120
7,107,1102121112111021220
7,108,111111211211104114120
7,109,2101111210110101122212110120
7,110,1211210111201011012210120
7,111,2410101121110101014112120
7,112,10211112110120
7,113,14111111010124121211010121410102120
7,114,2111011210111011120
7,115,2222416121011116122110101020
7,116,2110211610101141011411010121014211010120
7,117,110104122410101121112111011210120
7,118,1111011111122210120
7,119,11121211121122120
7,120,1101111112120
7,121,2421411102120
7,122,11221220
7,123,211010121212121011021111012221101210121101211110121041012110110120
7,124,11111210111011011120122121111121010120
7,125,241612112121120
7,126,1212111614102141221112144102114101011021021111210120
7,127,1210111121011010111112211012110121010111111121111211111110411011010214110114101102120
7,128,21221101101221211014120101121211212141101212102111101120
7,129,24222121011210112112101210122112111012101111110110101110101011121110110120
7,130,111011042110101112111012111211111011120
7,131,112410110111122122121121101011121112122112141412241110121211212101110210120
7,132,12210210121210211110112121210111110120
7,133,110102110112211012110121112111112212112210101212210120120
7,134,114111110111012222101121111211112111121101121011101121111101121111410420
7,135,11411021011101141110122121121012120
7,136,121102101011010210101211210112122121221022120
7,137,11010101011212210101211211010111211112210222112011111110102121410421121121120222110111010111012122210120
7,138,121021141042101011110121021012114102111022221011412212110211221121010210120
7,139,124141111141021121142210120
7,140,2111012110210122111111101102120
7,141,1101210212021101011221104101211112110411011010211411012211214121110120
7,142,121022212211012110102211021122211141012110121212211212210102210211010121110121010120
7,143,1144122122121111211221111141210110121121221211210110111111011112121101122114112112101111112121112211211612121102111011101111111010120
7,144,21224120110111141112221112211042101111212120
7,145,11102121010211211101201121102111110211021112101010111012110112112102102120
7,146,110111022111211111211010111010111121101121121012121121101211012111211221121101210111112112221111210112122121221022120
7,147,112111212212114102111111010211010101011222210120
7,148,1111101221210121011110102111121210110110122211111012102101210111211222120
7,149,114111410210111012101012221110101021121101012112121102120
7,150,1141112412101210211122110121101221210411101010111101101010211111110112111141101210112120101010122122101212121010110104112101021101012120
7,151,211101021112110102210111112110112120
7,152,1212111201011121101112111011121012110211211101010120
7,153,1121112112112221210121214121111210121121120
7,154,114111141011111101021121011212110111121101111010120
7,155,1021221012102111112212116111011101121111010110101122101112111011212111114116101112101111111212141110212141121111210101210102112110102120
7,156,10101222111021112110211114104110121124121121014111012111011102111011211211121110211211121121221210120
7,157,11211112112121101411211212102101211011021101221101112101021110210110121111111111121111111101101411111110101011010102112210110101121212121112111121111241141211114141111010120
7,158,104111411412121110101210112121011221101014121121110211211212121112112110141121011121111212111211111010120
7,159,112101241221021101111210120
7,160,11102110110101110210112110104122411010211014110111210111121110101012101110210111111212011101110211011012111210211011012110212121121211021012112212122412111010120
7,161,11021111012211010111121021011010122112101202111120101101421101121010120
7,162,11111211121010101010112211101101021101010121141122210120
7,163,101010110101112210211101011010211101101021022110101101101121101210121210210121110212122210120
7,164,1102101212010111121101012110111010111110122122221011101211101111101120
7,165,1141221121412101121101011141111011211121122122122210120
7,166,114110141210110211022111102120
7,167,11011111111101121101012101012111212110410121121111121012111221121120
7,168,1110210101011112011212111010212111110212101121111211111010120
7,169,1111121011010211201211012111121010211221110111211210110111201210121110101011014210121121221121110111112221121021111011121112111210120
7,170,112111121101211122121142121101010120
7,171,11011010111101101122112114612221211012421021211121012221111101120
7,172,11011111112142111212110111110110111014121110110111110221211041212210101211141410222120
7,173,10124124101124121210111411112210110111011212111010120
7,174,112111111022111111010120
7,175,1011101011114210212212121111021101111021121110220
7,176,11010211102112121241011110101111112111112111101011210101101101010101011012111110101121112122121011011111110111120
7,177,411110101011211121221211211102210120
7,178,1210121111010121121010114111102120
7,179,111011021112112121012101211101212101211211101011210121121110221210121141411101021101011114111102120
7,180,11210104101021021121121211012141041211010122210120
7,181,112011041221021101111210120
7,182,1121112122121101011120101210120
7,183,110211012102120
7,184,111011112212111221210101112121220
7,185,11101212211211221101011211121121021101412121110111111101111122101210120
7,186,121011211221112111110210211010120
7,187,10121111211121102210122101212112211221101412111110112211010121021012101210121111211110102101221012121211212101141210120
7,188,1410111102102121101224121110121101101011010101110101121111411011121221121110210120
7,189,11121111220221121111102101211011110211411221110101012211101211610111112111121102101221111212112120
7,190,11622122121121211412422121121211410120
7,191,11012122101110211010120
7,192,121012211101021412111012120
7,193,11210210110122111210141011010111012101012102120
7,194,12121102112212112101021101021010101221101212102120
7,195,1110101210211410110102101211410110101210121141011022210121121102114110122211212120
7,196,1211112112111012111111112120
7,197,11211021122122101221101101412111012120
7,198,11210210110122101211210121211101110210120
7,199,110101101010101110101102120
7,200,114121121111021102101101211221210120
7,201,121211101211104112110211112112120120
7,202,1102110112110101112210120
7,203,11210101121212221010110121012411112241111122214111111011211011110210120
7,204,112111010211011212112121111010120
7,205,10111121011111212121210101110101101111022112112102120
7,206,12121121111210101211012112111121211210120
8,1,10121102112110121111012211101221121112111221110122110110112221112141212120120
8,2,12101012112112111211110121101121110110102212210102221121110111120
8,3,1121122112111411021012120
8,4,14111101012111101121012111101101121102120
8,5,141011111112101110111121212101012112120
8,6,1212111011101211111122122111010111012120
8,7,11011111211014111011221101112112101211011121110112121121110111112121101121102120
8,8,1111011110110211110111010120
8,9,10101221111010121110141111211012101411110120
8,10,1211112112102111011212121101120112101212112211210120
8,11,10112112211111201111111101211414111111121211011121010110211110111212110111111101020
8,12,1022111110141111411101112121212110221211211121011012101010211012101011120
8,13,2111121062211121211212112111212112211210120
8,14,2110122111210212112140
8,15,4111121214121211121112102121121101020
8,16,112111101011211141211111112101011111012112110411111212111021112111010120
8,17,11010121012122111110121101101101121221121110110101211011410111012211210120
8,18,21101122121110102120
8,19,12101012110411101011121212111101110112122110112101112101111010211011101122111010120
8,20,411112121412221112121211101011121010120
8,21,121221121221102110210120
8,22,121116112121120101121210120
8,23,11011121210101110111011010111011121120120
8,24,41111212120122121111211212101210210101412211211010101110121124110110120
8,25,1121011212121211121210612101412211210120
8,26,10141012101212010121101011221121111111411221011111211012111112111211111010120
8,27,4111121212212221112111241221101121010120
8,28,1014124102110110211010121122112141010120
8,29,41111212141211221101110102211110121011211011010110121101010120
8,30,11010111112111211012110101211010121110121110112112110102120
8,31,1121021101022122210110210141110210124102414122101120
8,32,11022212122122110111012111101011021211211411101211210120
8,33,122121111111011212101221211111101101010120
8,34,12110121111112111011211101011012112241014141010141411011211212101110210120
8,35,122112110121010112142110112122012112121010120
8,36,12121112121211021101112121212111121212121211101010121210121112111412112110120
8,37,1121210121111111101101211012121021101121221101122112114111102120
8,38,1112111412121210101141011111212211011012101120
8,39,12121012212110121121211121211112110112211210121120
8,40,1121110101412211021010101021101220
8,41,101412211012210211212111121112111101021012210122110112112121021212121141210212101210101021101011010211211211102120
8,42,10121210101110211210101101021101101112101101211010110101022112111011211022110211101110111121112110210111211121122111210120
8,43,10121112121211122110121101211110101112101010101121221111122122121120
8,44,1101212101101101041011101221111110410111011011211022110221112110110120
8,45,411112121412121011210121012211211111010120
8,46,112221112121212121101211011211010141221112120
8,47,12122112111212121121121141411112112121211211210121120
8,48,1101111111021102110121221111101011141114211101141411011211111211101121141412210161222110116121211211210120
8,49,1012101212111212121121101141412110112111101121112211210120
8,50,11014101111121112014111101211211011021101221210120
8,51,2111211101021011221101112110120
8,52,11012110101112112101101121221211111112111211012211121210120
8,53,2111122110111111201101011212101012111221121110112211210120
8,54,110121101011121121011011212211110110102121121101101042110101112222120
8,55,121116112121121112110210120
8,56,1121211101012121211011021111211021120
8,57,11410112101010111101120101101111011120
8,58,114121212101012121210110101214101221211104120
8,59,12101121211121141210210120
8,60,11121120110122112111210101101211211121111110121211221102101211121101110121212121022121211111101011210210120
8,61,1121121101101012111101121122111210120
8,62,1121241210121112101121111411111101211010120
8,63,11111011211010121012101011216110110112110121221111101101221210120
8,64,4111211101121111111111010120
8,65,411121111101012111012112112210102121211012111011121122141210141012112111211210101210120
8,66,1021111211210111112210102112112214122112101211101112112210102101410101110121121112120
8,67,221111101212114102121011101011221111102121121021111211210120
8,68,10212121211111111024110101210120
8,69,1121411010122112112211221121120
8,70,4111211111241021210104121011212121101021011010126111121011010110121121120
8,71,112122121111102221121011101110101211210120
8,72,1212121212121212110211011211102121211121221114141110110101411021121212110121221122121112210101212121110121210121111011201121210210110110114221211210121120
8,73,11211121011010141101012101211121012101011122120
8,74,1121212121212122121211121221114141111010121111201121102120
8,75,1121212121011212121211101141112101120102110110102110221212112211111010120
9,1,14112121112141112121121010120
9,2,12210101101111012101412101011011211122110102120
9,3,112121211121411411010110101112211412101012111212112101011110111011211101010141210101101121111112111211210120
9,4,111212112101012112101212101021101212110101121114611010101101211110122111101120
9,5,111211101011011110120101211011112101121010121010121101110121122211221211211121112121101221121120
9,6,1101112101012101211111011210111212112101011011221111210101210120
9,7,10112110101211010121211121121411121211012101011012111012211010122110122111101120
9,8,101112101211010210122101212122102112110211011021211011011102120
9,9,1011012212111212211212121412104122210120
9,10,21012121011012121221141111010120
9,11,11222112212112111211102110121111110221110210120
9,12,112141021122101101101112221101214112101011210410211101111012120
9,13,1212121101214102110114110211211121121011111101101011012111112101011212120120
9,14,2121011101121110210110110112101011010110112110120120
9,15,110101011211011212112121411211210120
9,16,1011010121012114101121121212121011011121221211212121101012112121211221210120
9,17,221101012112101212112121211412111210101141111101021101141102120
9,18,1221011121121102111211010102111121121121121110101112111414111212211010120
9,19,111010121106111211010110121110211121101010211121121212121012112121121210101012120
9,20,1121212121212122121211102110112111010111111012121114111104120
9,21,11111011121101120111022114111022121220
9,22,2121241110122112141010120
9,23,41111212122111424110110211010141110112010111022111211111221011411112120
9,24,10122124110110411011021101102110112111011021010110122112121010112121121110101411111012121112121122212121111212101121110121212101010102120
9,25,11011111212121112121101110101010110101011101101011210102121011011010112111012110120120
9,26,1212112112112121212111010121112111211011021111121112121114102120
9,27,1212121121012111212141121121120
9,28,41111212141210101211121210120101101211012110221101010101211011021121121014124112211210120
9,29,212121210121121121010102111211121211121112121212212101111121220121121020101112121102120
9,30,121101211101010121121122101210121211101121102110121211011211121210121111211410120
9,31,1114102110110211010212221211012101101114114121101412221141211211102121410120
9,32,122112101221211102110110121141211221211011102120
9,33,11141011121210121210111101121121112110111010120
9,34,41111212141212121010211102111012110214110211111211212121112110121111101111212121221212111101211210120
9,35,10110211022211121110212121101121101121102221101011211101222121010120
9,36,1211112112121021111022121211011111221101011041011101122112101111210122121211101212010121612121212110612101412211101120
9,37,121241121210101111111211121121222111121221112121112111211112211121111110411021101212101010102120
9,38,411112121221101221111212212121210101101011121210121102110211112121012110210211112120
9,39,121212111010121012211010101010101101211211021211211102120
9,40,12121211101111211010111121112211010110121021101211211221010122111211211211211211011111211211011021111111112111210211111211101021211210120
9,41,12121221122121211021101121110212121211010111012121010120
9,42,1021112122111221111121121211101101111111101211211101102111021110101211211101211011121012120
9,43,11211211111211101211111111211121101102120
9,44,210101111211012112110101021112121211021101121110121122101120
9,45,12210101111212101211211010102111021012110110210110111120
9,46,11012201211112121121212111212121101111101210121102120
9,47,1011221422101212211101212110102111010111210142111012112212120
9,48,11101110101112101111211012112410111111101211102120
9,49,11012212101212101612101011112112112111212102120
9,50,12110111121101011211011212122101104101212101111121101120
9,51,11212141221112112111022111211011111010120
9,52,10101112114141010101101110111111110121211121112120121410110221111414111211120
9,53,10121210101010112111111210121012101022120
9,54,12111101210111010112110141210112121111212121021121121101221212121121102120
9,55,1210101102110141021101221212111111121210121102110111211101102120
9,56,110121121121011210121221012121010210120
9,57,1011211011010122101011111110110111010120
9,58,11012210111111211101021021211101010104121010120
9,59,1101210124221121112121221011211102121121012112141611212120
9,60,12111211011411012211021211102101111112110111211021211212121101121121121211211210120
9,61,1101112110212111122111112101111011101011121110111010121110111121212121011211021121211101210120
9,62,1012112111011021012111214111121021122210120
9,63,11010141221212112111212112122111212122221101010120
9,64,10110121211211111101021211111212212110110101412211011410120
9,65,1112110110112121221412111011101121122121121212101010120
9,66,2101121011012101221101201124111221011104112112102210120
9,67,101212110121211011221021012110121111010111010211101211011101221111110120121211102120
9,68,111210121211012121101212111212121221110110111111211110121220
9,69,112112101102411112101121101110221102210101211211010101012112110110101112112101121121101101011224141111101021101102102111114111102120
9,70,110101101111211210110101221221121110110221110211011101011211101011112101121122121110111012122412111010120
9,71,1010121101012110110101411021012110102111010111012111122112111021121112212111214141111011112112211210120
9,72,11121010121101012114210212101101021212122112111112214110211021212110112111101010120
9,73,411121121101211012121101011010110210112111010120
9,74,1012112122211102211110101111210110211011412101221211414101021121112121210121121221110111011211110111011211210122110210211112110101011211212120
9,75,11012021121110222121012111112111212112120
9,76,1162212210121121211121120120
9,77,11011101222121101210110101214101221211211122210120
9,78,1101014122110111110110210112211210120
9,79,11211012101112111010121111211121211211210110110121101011121101011101210120
9,80,10101011010210101011012101010110102111211210112111021111210112121112121212101010102120
9,81,111011121110111012112121111412121211021101121110212121122212121011102111211111102210120
9,82,10101212210102122142122210120
9,83,1111112112411120101010121101211112101211111211212121111110121012121012111111210121102120
9,84,121111411120141112121101210141210112121112121221102120
9,85,121010110211011021101221212112111112121102110111211101102120
9,86,114121102110102121211212111211010111121011010122102112102120
9,87,12112122110121111111212110110210120
9,88,21112111212121122121102110112111011411111010211141111010120
9,89,111211101421021210110102121212221101010120
9,90,14101112111010211101111011111211122111212112112111210101210120
9,91,101111141121101021211121211212121211110121121211121221101012112122121121120
9,92,121112112411011101110101411141011101101112110111012111101111012112212120
9,93,1211211112110101211110101411211212211012111111211212110110210120
9,94,101121110101211010110101210112120111101011112110102110111121111101121212112112211010111211111111212121010120
9,95,110121121110112110101101011012101011012101012101021102101121142122210120
9,96,101211101101010101121010101011221210211010102120
9,97,10102111110211221101112101212141211211212121211210120
9,98,1110102112111121211101211111111114111101041111011211210120
9,99,1110102112101112110101021111111212111121012121111211211412210111101101111212101141221121120
9,100,12121011211101212110122111211121211021111211010112101111111014210210110102121212411221101010120
9,101,112010112101021121211101010121111211221210111010110111011111121101121121121210120
9,102,12121011211211011211221212111110112112121110101221121120
9,103,1010102110111211111011121212111110101212111111101211210120
9,104,1101014122111101110111012121101111211122111121120
9,105,1110121111211111011212101012111112112211010111211111111212121010120
9,106,121211010111012114111110114121110101211210120
9,107,112111210121221102110221010101211102111021121112121210111101121011041101021211011121012120
9,108,2110211111101101111110210111101011112121212112211211211112121111011120
9,109,11101111021212102112111021010101201111021212121110221021122211121121210101012120
9,110,21211021111211021221211014121111121101211210120
9,111,122101211010121121110110211211211101211212121212111012111012110101101121102110122110102111010211012112110101211011112210121212111101010120
